user_id,age_group,country,subscription_type,signup_source,total_courses_enrolled,total_courses_completed,avg_video_watch_time_per_day,days_since_last_login,assessments_attempted,avg_session_length,forum_posts,mobile_usage_ratio,weekly_learning_sessions,learning_streak_days,assignment_completion_rate,quiz_score_average,dropout_midcourse,payment_success_rate,billing_failures,subscription_price,discounts_used,refunds_requested,churn
837,45-54,India,Monthly,Organic,2,2,12.8,46,4,15.85,1,0.94,6,10,0.89,36.64,1,0.96,0,20,1,0,1
838,25-34,India,Monthly,Google,2,2,42.29,14,6,24.14,2,0.22,2,14,0.61,87.54,0,0.87,0,20,0,0,0
839,25-34,Canada,Monthly,Referral,3,2,19.38,14,4,13.25,0,0.39,1,14,0.06,63.51,0,0.95,0,20,2,0,0
840,35-44,USA,Monthly,Organic,1,0,72.1,10,3,5.85,0,0.9,1,13,0.27,48.8,0,0.84,0,20,0,0,1
841,18-24,India,Monthly,Ads,2,1,10.34,15,1,13.7,0,0.84,0,0,0.59,58.88,0,0.92,0,20,1,0,0
842,35-44,Germany,Free,Referral,2,0,18.66,57,4,16.38,0,0.25,9,1,0.69,59.25,0,0.84,0,0,1,0,1
843,18-24,India,Monthly,Organic,1,0,22.94,36,5,15.14,1,0.91,3,7,0.71,76.67,0,0.96,1,20,2,1,1
844,55+,Other,Free,Google,3,2,34.7,47,4,17.84,0,0.38,3,2,0.66,73.47,0,0.76,1,0,0,0,1
845,18-24,Other,Free,Ads,0,0,10.76,5,4,18.22,0,0.26,2,3,0.71,52.6,0,0.99,1,0,1,0,1
846,25-34,Australia,Free,Organic,1,1,10.7,22,2,12.34,0,0.54,4,11,0.36,80.37,0,0.95,0,0,1,0,0
847,18-24,Germany,Monthly,Ads,2,0,12.85,23,3,20.57,2,0.31,2,5,0.59,57.22,0,0.8,0,20,0,0,1
848,55+,India,Monthly,Organic,1,0,65.5,52,6,8.34,0,0.95,3,13,0.36,56.79,0,0.71,0,20,2,0,1
849,25-34,USA,Monthly,Ads,7,5,48.03,25,3,21.73,0,0.28,4,3,0.29,48.27,0,0.99,1,20,1,0,0
850,25-34,India,Monthly,Referral,5,0,57.13,35,0,12.93,0,0.98,0,12,0.08,62.37,1,0.97,0,20,3,0,1
851,18-24,India,Free,Google,1,0,8.12,39,7,16.18,0,0.43,6,1,0.11,63.97,0,0.86,2,0,2,1,1
852,35-44,UK,Free,Google,2,0,23.72,0,4,14.34,2,0.37,3,6,0.27,66.22,0,0.89,0,0,0,0,1
853,18-24,India,Monthly,Referral,3,2,36.31,30,5,11.44,0,0.35,1,12,0.09,58.39,1,0.94,0,20,0,0,0
854,45-54,Other,Free,Ads,5,4,5.03,56,2,9.89,1,0.67,4,8,0.69,89.54,0,0.71,0,0,2,0,1
855,18-24,Australia,Free,Google,4,4,5.83,27,2,18.27,1,0.85,1,4,0.62,48.78,0,0.8,1,0,0,0,0
856,18-24,USA,Annual,Organic,6,3,10.36,44,2,25.12,0,0.58,3,0,0.59,96.91,0,0.75,0,150,1,0,1
857,18-24,USA,Monthly,Ads,3,0,43.21,28,2,7.32,1,0.42,3,1,0.18,55.12,1,0.95,0,20,2,0,1
858,25-34,USA,Free,Google,0,0,3.52,57,7,13.79,1,0.21,2,9,0.67,67.41,0,0.71,0,0,2,0,1
859,25-34,Germany,Monthly,Ads,2,0,92.23,30,5,20.74,0,0.32,0,11,0.45,64.25,1,0.83,0,20,0,0,1
860,18-24,UK,Monthly,Ads,4,1,0.23,25,2,17.54,1,0.52,3,13,0.43,88.47,0,0.71,0,20,0,0,0
861,35-44,India,Free,Organic,4,2,5.25,19,4,14.78,1,0.29,0,5,0.98,73.48,0,0.79,0,0,2,0,0
862,25-34,USA,Free,Referral,0,0,6.85,45,1,14.62,3,0.62,3,12,0.73,75.46,0,0.8,0,0,0,0,1
863,25-34,USA,Free,Ads,6,5,46.82,35,1,17.48,1,0.96,3,2,0.41,81.47,1,0.77,0,0,1,0,1
864,25-34,Other,Free,Ads,3,2,6.43,7,6,9.33,0,0.43,3,4,0.61,69.78,0,0.92,1,0,0,0,0
865,25-34,India,Free,Organic,7,6,48.18,32,4,9.09,0,0.8,4,11,0.73,82.07,0,0.92,1,0,1,0,1
866,25-34,India,Annual,Ads,2,2,5.26,1,4,20.07,3,0.98,1,0,0.58,81.15,0,0.73,0,150,1,0,0
867,18-24,Germany,Monthly,Google,4,3,48.11,52,1,17.68,0,0.84,1,14,0.06,74.45,0,0.72,0,20,0,0,1
868,18-24,Germany,Monthly,Ads,5,2,0.79,19,10,11.77,0,0.83,5,0,0.68,42.98,1,0.87,0,20,0,0,0
869,45-54,Germany,Free,Google,7,6,12.26,56,6,12.6,0,0.51,4,2,0.85,44.17,0,0.78,0,0,0,0,1
870,45-54,USA,Free,Organic,2,2,25.34,3,6,10.56,1,0.7,5,10,0.82,100.0,0,0.71,0,0,0,0,0
871,25-34,UK,Annual,Referral,4,3,57.99,12,3,14.9,1,0.86,3,4,0.04,52.84,0,0.9,1,150,0,0,0
872,25-34,USA,Monthly,Google,2,1,3.09,4,4,10.16,1,0.53,3,8,0.56,67.53,0,0.82,0,20,0,0,0
873,35-44,India,Annual,Google,4,3,21.79,59,3,9.58,2,0.86,4,1,0.3,84.36,0,0.98,1,150,0,0,1
874,25-34,USA,Free,Google,2,1,6.42,22,3,18.32,3,0.78,2,9,0.37,62.54,1,0.91,0,0,1,0,0
875,18-24,India,Annual,Ads,2,0,41.35,21,5,21.34,0,0.76,5,1,0.85,60.91,0,0.81,0,150,0,0,1
876,18-24,India,Monthly,Ads,4,3,39.41,1,8,12.28,2,0.33,1,12,0.63,53.24,1,0.87,0,20,0,0,0
877,35-44,Australia,Free,Ads,2,0,2.74,29,4,7.96,1,0.44,8,9,0.03,80.17,1,0.72,0,0,0,0,1
878,35-44,India,Monthly,Organic,4,3,6.2,59,3,12.2,1,0.34,4,9,0.07,68.33,1,0.73,0,20,0,0,1
879,18-24,Australia,Monthly,Organic,3,0,5.39,16,6,18.84,1,0.96,3,1,0.56,56.26,0,0.7,0,20,0,0,1
880,18-24,India,Free,Google,3,3,25.71,5,1,18.54,1,0.87,3,1,0.07,82.85,1,0.9,1,0,1,1,0
881,18-24,India,Annual,Google,2,1,1.03,42,9,17.35,2,0.41,4,4,0.41,57.41,0,0.73,1,150,1,1,1
882,35-44,UK,Monthly,Referral,3,0,14.41,22,4,14.19,1,0.28,3,3,0.95,52.72,1,0.86,0,20,0,0,1
883,18-24,Canada,Free,Ads,6,4,48.25,24,8,19.38,0,0.63,2,4,0.71,69.19,1,0.83,0,0,1,0,0
884,18-24,USA,Free,Google,1,1,3.68,42,1,14.42,2,0.7,2,9,0.22,78.89,0,0.78,0,0,1,0,1
885,35-44,Germany,Free,Google,3,1,23.91,47,2,8.29,1,0.28,3,2,0.26,88.71,1,1.0,0,0,1,0,1
886,18-24,India,Free,Google,2,0,10.87,25,4,16.11,1,0.62,3,6,0.77,85.85,1,0.83,1,0,2,0,1
887,35-44,Australia,Monthly,Google,2,2,12.76,44,2,12.31,3,0.26,2,13,0.27,100.0,0,0.95,0,20,0,0,1
888,18-24,India,Monthly,Organic,1,0,6.25,48,4,20.95,0,0.7,1,14,0.74,69.38,0,0.96,1,20,3,1,1
889,18-24,Germany,Monthly,Ads,3,0,8.55,49,2,12.18,1,0.37,2,12,0.85,75.43,1,0.84,0,20,1,0,1
890,18-24,USA,Monthly,Google,4,1,21.17,46,7,13.59,2,0.88,3,4,0.01,80.51,0,0.99,0,20,2,0,1
891,35-44,Germany,Free,Google,3,2,7.47,35,8,16.97,1,0.28,3,5,0.37,71.38,1,0.85,1,0,0,1,1
892,45-54,UK,Annual,Google,6,6,5.49,40,3,17.84,1,0.95,1,7,0.33,67.17,1,0.79,0,150,1,0,1
893,45-54,India,Free,Ads,2,1,2.73,0,3,21.83,1,0.31,2,11,0.72,92.29,0,0.85,0,0,1,0,0
894,25-34,Australia,Free,Referral,2,0,68.13,38,7,19.19,3,0.67,4,1,0.46,72.83,1,0.99,0,0,0,0,1
895,35-44,India,Monthly,Google,1,0,51.42,44,5,12.82,1,0.32,3,0,0.21,40.62,1,0.83,0,20,0,0,1
896,18-24,India,Monthly,Organic,2,0,4.77,28,2,22.89,0,0.89,2,5,0.1,58.79,1,0.9,0,20,1,0,1
897,25-34,Germany,Annual,Referral,4,2,4.92,49,4,8.88,1,0.87,1,0,0.64,90.0,0,0.77,1,150,1,0,1
898,45-54,India,Annual,Referral,1,1,24.17,43,5,12.32,0,0.67,6,1,0.69,81.68,1,0.78,0,150,0,1,1
899,18-24,India,Annual,Google,1,0,6.76,17,4,19.16,1,0.85,3,3,0.49,56.03,1,0.96,0,150,1,0,1
900,18-24,USA,Monthly,Google,2,0,11.99,16,1,21.67,1,0.24,0,2,0.23,79.74,0,0.89,0,20,0,0,1
901,18-24,Germany,Free,Ads,2,0,47.34,47,4,9.52,3,0.6,5,2,0.17,72.43,0,0.85,0,0,1,0,1
902,18-24,India,Monthly,Ads,5,0,29.68,17,1,8.32,0,0.44,4,8,0.17,38.94,0,0.84,0,20,0,1,1
903,18-24,USA,Free,Google,0,0,12.64,13,5,12.14,0,0.78,3,8,0.54,67.07,0,0.86,0,0,0,0,1
904,25-34,Canada,Free,Organic,4,3,44.8,24,7,20.49,0,0.59,2,13,0.1,76.72,0,0.77,0,0,1,0,0
905,25-34,Germany,Free,Referral,4,4,10.03,33,7,26.18,2,0.36,4,0,0.54,62.38,0,0.75,0,0,1,0,1
906,45-54,Australia,Free,Google,7,5,17.5,48,2,16.64,1,0.56,3,9,0.26,49.97,1,0.99,0,0,2,0,1
907,45-54,Canada,Monthly,Organic,5,3,32.21,49,3,20.15,0,0.33,2,9,0.19,71.86,1,0.75,0,20,0,0,1
908,25-34,UK,Free,Ads,2,1,3.81,48,2,18.16,1,0.65,3,11,0.4,73.16,1,0.79,0,0,1,1,1
909,25-34,USA,Free,Google,0,0,6.22,4,2,21.54,0,0.95,3,13,0.64,75.89,0,0.99,0,0,1,0,1
910,25-34,India,Monthly,Google,1,1,0.46,2,2,19.46,1,0.36,6,13,0.32,70.29,0,0.9,0,20,0,0,0
911,25-34,Canada,Monthly,Google,4,3,4.9,2,7,9.2,1,0.72,3,5,0.53,85.08,0,0.84,1,20,1,0,0
912,25-34,Other,Annual,Google,1,0,6.45,16,7,11.78,1,0.84,1,1,0.62,55.39,0,0.86,0,150,2,0,1
913,35-44,Canada,Monthly,Google,4,1,16.98,21,4,13.52,1,0.65,5,9,0.4,58.49,0,0.76,0,20,1,0,0
914,25-34,India,Free,Ads,1,0,2.94,23,3,12.29,0,0.2,1,11,0.04,100.0,0,0.85,0,0,0,0,1
915,25-34,USA,Free,Google,1,0,30.2,16,4,15.26,1,0.7,2,14,0.73,64.31,0,0.87,0,0,0,0,1
916,25-34,UK,Monthly,Google,4,1,37.41,55,2,7.21,2,0.58,1,12,0.45,79.4,0,0.91,0,20,1,0,1
917,25-34,UK,Monthly,Google,0,0,2.28,22,4,23.23,0,0.24,2,10,0.64,72.41,0,0.99,0,20,0,0,1
918,45-54,Canada,Free,Google,6,1,1.13,53,9,21.54,1,0.33,5,4,0.59,100.0,0,1.0,1,0,1,0,1
919,35-44,USA,Annual,Ads,1,0,40.52,30,5,10.0,1,0.59,6,7,0.12,58.86,0,0.77,0,150,1,0,1
920,18-24,India,Monthly,Google,1,0,3.84,52,3,16.1,0,0.94,0,5,0.9,52.86,0,0.96,0,20,2,0,1
921,45-54,Australia,Free,Ads,3,0,11.38,17,5,16.05,2,0.87,0,10,0.1,58.2,0,1.0,0,0,0,0,1
922,25-34,UK,Monthly,Google,0,0,20.33,20,5,19.49,0,0.73,3,4,0.5,83.8,0,0.72,1,20,1,0,1
923,45-54,India,Monthly,Google,3,0,27.83,29,8,13.17,0,0.5,0,6,0.56,99.72,0,0.91,0,20,2,0,1
924,35-44,India,Free,Organic,4,3,3.11,37,2,23.31,0,0.39,4,2,0.25,86.64,0,0.91,1,0,2,0,1
925,25-34,Australia,Free,Ads,1,0,7.36,15,7,10.87,0,0.43,4,13,0.36,59.34,0,0.8,0,0,1,0,1
926,18-24,Germany,Monthly,Ads,4,1,2.48,14,5,15.39,1,0.86,4,11,0.06,61.82,0,0.95,1,20,1,0,0
927,25-34,USA,Monthly,Google,5,4,46.03,22,3,16.62,0,0.47,3,2,0.47,70.36,1,0.97,0,20,1,0,0
928,25-34,India,Free,Ads,6,4,16.56,48,3,13.22,0,0.98,4,6,0.68,97.2,1,0.92,0,0,2,0,1
929,35-44,India,Annual,Organic,3,1,35.78,12,7,7.23,2,0.74,5,1,0.53,72.45,0,0.9,0,150,0,0,0
930,25-34,India,Free,Google,2,0,15.6,57,4,16.01,0,0.21,5,0,0.25,49.9,0,0.8,0,0,0,0,1
931,18-24,UK,Free,Google,6,4,16.86,57,5,5.51,2,0.79,1,12,0.48,51.32,0,0.77,1,0,2,0,1
932,45-54,USA,Free,Ads,5,5,4.94,46,1,19.87,2,0.38,1,5,0.23,73.68,1,0.98,0,0,0,0,1
933,55+,UK,Annual,Google,3,0,11.0,37,5,18.78,0,0.28,4,8,0.33,67.87,1,0.95,0,150,1,0,1
934,25-34,Canada,Monthly,Organic,8,7,11.75,55,7,23.11,1,0.6,0,0,0.24,75.89,1,0.71,0,20,0,0,1
935,18-24,India,Monthly,Ads,5,5,43.16,39,2,5.12,3,0.34,3,13,0.3,31.01,1,0.93,2,20,1,0,1
936,25-34,India,Annual,Google,6,3,4.85,58,4,4.49,2,0.72,6,3,0.72,83.33,0,0.89,0,150,1,0,1
937,18-24,USA,Monthly,Google,3,0,0.98,57,6,21.83,2,0.95,1,7,0.88,84.07,0,0.95,0,20,0,0,1
938,45-54,India,Free,Google,3,0,21.63,24,3,8.72,1,0.22,1,12,0.92,73.05,0,0.74,0,0,2,0,1
939,18-24,India,Monthly,Google,5,2,2.11,43,3,9.7,1,0.87,3,12,0.16,49.75,0,0.7,0,20,1,0,1
940,25-34,UK,Monthly,Ads,5,4,5.0,26,2,24.03,0,0.5,1,8,0.15,68.8,0,0.85,0,20,1,0,0
941,25-34,Germany,Free,Google,0,0,8.06,29,4,20.6,1,0.97,5,11,0.28,67.94,0,0.84,0,0,1,0,1
942,25-34,Canada,Free,Google,3,2,10.8,5,7,6.71,2,0.3,3,11,0.04,71.86,0,0.94,1,0,2,0,0
943,35-44,Germany,Monthly,Google,2,0,4.96,56,5,4.2,0,0.48,2,9,0.38,70.41,0,0.82,0,20,0,0,1
944,45-54,UK,Free,Referral,2,1,1.3,39,4,6.42,0,0.9,3,3,0.73,66.1,0,0.85,1,0,2,0,1
945,18-24,Canada,Free,Google,2,2,1.89,32,3,22.21,1,0.43,5,6,0.45,48.78,0,0.98,0,0,0,0,1
946,18-24,India,Monthly,Google,3,2,48.2,16,2,8.5,1,0.91,3,13,0.41,67.08,1,0.72,0,20,0,0,0
947,18-24,Other,Annual,Google,4,2,0.81,22,4,22.95,0,0.63,1,11,0.55,61.53,1,0.81,0,150,2,0,0
948,45-54,India,Free,Google,3,0,2.66,40,5,11.01,0,0.7,5,7,0.44,74.54,1,0.74,1,0,3,0,1
949,45-54,India,Monthly,Organic,5,2,9.92,5,1,18.42,0,0.64,1,2,0.65,52.17,0,0.78,1,20,2,0,0
950,25-34,India,Monthly,Ads,4,4,0.69,18,4,18.96,0,0.5,3,9,0.06,59.24,0,0.72,0,20,0,0,0
951,35-44,Other,Monthly,Google,5,3,9.55,25,3,8.67,0,0.46,1,10,0.81,85.15,0,0.77,1,20,2,0,0
952,35-44,Other,Annual,Organic,4,2,62.27,28,3,16.47,1,0.68,2,0,0.14,63.47,0,0.86,0,150,0,0,0
953,18-24,Canada,Monthly,Google,3,2,13.48,52,4,13.44,0,0.27,2,9,0.33,100.0,1,0.77,0,20,1,0,1
954,45-54,UK,Monthly,Referral,3,0,16.43,50,4,25.62,1,0.86,2,4,1.0,66.6,0,0.75,1,20,2,0,1
955,25-34,USA,Annual,Ads,3,0,3.22,11,7,14.01,3,0.84,3,13,0.96,44.83,1,0.76,0,150,2,0,1
956,25-34,Other,Free,Ads,7,5,7.85,11,5,17.46,0,0.6,8,12,0.36,71.18,0,0.95,0,0,1,0,0
957,25-34,UK,Free,Ads,4,3,61.29,6,3,15.61,1,0.92,2,4,0.21,62.06,0,0.72,0,0,0,0,0
958,18-24,Australia,Monthly,Organic,4,2,21.92,16,4,7.87,0,0.56,3,13,0.26,65.91,1,0.89,0,20,1,0,0
959,18-24,India,Free,Ads,2,1,18.62,52,5,18.82,0,0.67,4,13,0.25,69.75,0,0.83,0,0,1,0,1
960,35-44,India,Free,Google,4,1,19.43,32,4,18.86,2,0.3,1,11,0.82,53.92,1,0.96,0,0,1,0,1
961,18-24,Germany,Free,Google,2,0,40.04,50,3,16.02,0,0.64,2,8,0.96,81.71,0,0.77,0,0,2,1,1
962,35-44,India,Monthly,Google,3,0,9.11,48,1,13.54,0,0.76,4,6,0.03,54.9,0,0.71,1,20,1,0,1
963,18-24,Australia,Annual,Ads,2,0,23.48,53,3,16.81,2,0.5,2,3,0.73,61.78,0,0.98,0,150,1,0,1
964,25-34,USA,Free,Google,4,3,1.13,58,2,6.58,0,0.77,3,8,0.74,71.11,0,0.89,0,0,2,1,1
965,25-34,Australia,Monthly,Google,1,0,24.08,18,3,7.57,3,0.78,1,11,0.74,84.46,1,0.79,1,20,1,0,1
966,25-34,India,Free,Ads,4,2,7.58,36,2,14.42,3,0.74,3,5,0.17,66.2,0,0.77,1,0,1,0,1
967,35-44,Canada,Monthly,Ads,6,5,7.09,9,7,27.39,0,0.78,4,1,0.99,68.51,0,0.85,0,20,1,0,0
968,25-34,USA,Monthly,Google,6,6,70.22,7,0,20.99,2,0.94,2,5,0.16,66.15,1,0.99,1,20,0,0,0
969,25-34,UK,Annual,Google,6,0,8.16,42,1,8.29,0,0.43,1,8,0.51,67.57,0,0.76,0,150,0,0,1
970,25-34,USA,Free,Google,3,0,5.33,42,4,10.24,0,0.48,3,10,0.47,83.73,0,0.8,0,0,1,0,1
971,35-44,Other,Monthly,Google,3,2,27.08,45,3,17.14,4,0.67,3,14,0.23,67.52,1,0.74,0,20,2,0,1
972,45-54,UK,Free,Ads,4,0,4.81,18,7,13.18,2,0.8,2,11,0.12,85.59,0,0.87,0,0,1,0,1
973,35-44,India,Monthly,Google,2,0,6.81,48,3,17.41,2,1.0,4,9,0.7,71.32,0,0.88,0,20,0,0,1
974,18-24,Australia,Annual,Referral,3,1,10.19,4,4,16.74,0,0.54,5,3,0.32,71.09,0,0.91,1,150,0,0,0
975,18-24,India,Annual,Google,1,1,12.9,47,3,14.21,2,0.81,3,12,0.49,58.56,1,0.81,0,150,1,0,1
976,25-34,USA,Free,Google,3,1,31.4,20,4,19.8,2,0.58,4,14,0.16,68.39,0,0.76,0,0,2,0,0
977,25-34,India,Monthly,Organic,3,0,14.77,15,6,15.02,2,0.21,3,0,0.99,64.41,1,0.94,0,20,2,0,1
978,18-24,Germany,Free,Ads,1,0,32.92,7,5,17.54,2,0.97,2,6,0.11,86.13,0,0.71,0,0,0,0,1
979,25-34,India,Free,Google,3,2,48.11,24,1,19.17,3,0.99,3,14,0.06,87.41,0,0.73,1,0,2,1,0
980,25-34,India,Annual,Organic,1,0,51.96,2,1,24.85,0,0.84,4,7,0.09,65.21,0,0.7,1,150,0,0,1
981,25-34,Australia,Free,Google,4,2,9.51,0,5,8.84,0,0.7,2,8,0.12,67.99,0,0.75,0,0,1,1,0
982,35-44,Germany,Free,Organic,4,0,11.38,3,3,22.39,1,0.6,3,13,0.57,82.37,1,0.76,1,0,2,0,1
983,18-24,India,Free,Google,2,0,15.38,3,5,15.51,0,0.53,3,11,0.4,45.64,1,0.75,2,0,1,0,1
984,18-24,Canada,Free,Referral,5,3,28.37,57,3,4.33,0,0.63,3,14,0.99,52.56,0,0.77,1,0,0,0,1
985,35-44,Australia,Free,Google,2,0,11.54,23,4,9.37,1,0.33,5,2,0.51,72.47,0,0.78,0,0,2,1,1
986,25-34,India,Monthly,Organic,4,3,25.78,59,3,11.95,0,0.9,3,2,0.82,88.04,0,0.94,0,20,1,0,1
987,35-44,Germany,Monthly,Ads,4,2,7.76,12,3,27.93,4,0.43,7,12,0.59,64.9,0,0.95,0,20,2,0,0
988,25-34,USA,Monthly,Google,4,3,5.72,37,2,11.33,0,0.24,1,8,0.1,45.56,0,0.98,1,20,1,0,1
989,18-24,UK,Free,Referral,3,0,26.62,24,7,13.55,0,0.77,6,14,0.68,54.06,0,0.99,0,0,1,0,1
990,45-54,USA,Monthly,Google,3,0,0.75,7,3,14.58,2,0.57,2,14,0.9,73.72,1,0.82,0,20,0,0,1
991,35-44,UK,Monthly,Referral,0,0,2.36,42,3,9.34,3,0.96,2,4,0.71,40.06,0,0.86,0,20,2,0,1
992,35-44,India,Annual,Ads,3,1,0.31,36,1,12.53,0,0.6,2,3,0.28,87.03,0,0.72,0,150,2,0,1
993,25-34,Canada,Annual,Referral,3,2,13.45,52,4,19.0,1,0.36,2,5,0.45,81.52,1,0.97,0,150,1,0,1
994,25-34,India,Monthly,Google,3,2,92.39,16,3,12.47,1,0.7,1,2,0.68,78.34,0,0.87,1,20,0,0,0
995,25-34,USA,Annual,Organic,2,0,1.44,4,5,18.83,1,0.34,4,2,0.77,71.11,1,0.74,1,150,2,0,1
996,18-24,India,Free,Ads,1,0,107.97,48,1,20.66,1,0.66,1,5,0.4,80.62,1,0.88,1,0,1,0,1
997,45-54,Germany,Free,Google,1,0,0.11,54,7,4.66,0,0.72,6,3,0.93,50.82,0,0.97,0,0,0,0,1
998,18-24,India,Monthly,Google,2,0,14.64,36,3,7.03,2,0.82,4,3,0.97,75.97,0,0.81,0,20,1,0,1
999,55+,USA,Free,Referral,3,1,7.7,46,5,18.91,1,0.41,5,9,0.15,55.0,0,0.88,0,0,1,0,1
1000,25-34,USA,Free,Referral,0,0,56.08,44,2,23.88,0,0.99,2,13,0.1,53.09,0,0.93,0,0,0,0,1
1001,18-24,Canada,Annual,Ads,3,3,10.58,5,1,9.13,0,0.42,2,3,0.29,61.22,0,0.78,0,150,3,0,0
1002,25-34,USA,Monthly,Google,5,3,47.52,11,2,17.2,1,0.57,4,3,0.96,50.81,0,0.89,0,20,2,0,0
1003,45-54,Canada,Free,Google,1,0,121.42,43,7,14.53,0,0.62,0,1,0.34,77.89,0,0.73,0,0,0,0,1
1004,35-44,India,Monthly,Ads,5,4,18.12,1,6,19.92,3,0.22,3,8,0.59,58.04,1,0.97,0,20,0,0,0
1005,45-54,India,Monthly,Google,2,0,42.33,46,5,7.48,1,0.84,7,11,0.73,64.66,0,0.93,0,20,1,0,1
1006,35-44,USA,Annual,Google,1,0,3.01,50,5,15.89,1,0.37,3,4,0.83,52.79,1,0.96,0,150,0,0,1
1007,35-44,Australia,Monthly,Ads,6,3,38.28,55,3,18.47,1,0.42,3,0,0.51,67.97,0,0.98,0,20,2,0,1
1008,45-54,India,Monthly,Google,2,0,20.46,57,7,10.36,1,0.93,4,7,0.89,68.54,0,0.74,0,20,2,0,1
1009,18-24,India,Monthly,Google,2,0,3.63,9,2,17.33,0,0.74,1,11,0.17,53.43,0,0.94,1,20,0,0,1
1010,25-34,India,Monthly,Google,1,0,34.7,26,5,15.11,0,0.98,4,14,0.63,70.49,0,0.85,0,20,0,0,1
1011,18-24,UK,Monthly,Ads,5,5,79.84,40,2,23.42,0,0.22,4,5,0.38,92.29,1,0.73,1,20,1,0,1
1012,55+,USA,Monthly,Ads,3,1,14.36,42,1,19.47,1,0.78,3,6,0.97,61.78,0,0.84,0,20,2,0,1
1013,45-54,Germany,Monthly,Referral,3,0,6.45,36,4,22.02,1,0.64,2,3,0.42,80.14,0,0.85,0,20,1,1,1
1014,18-24,India,Annual,Ads,5,4,2.78,5,1,18.96,0,0.87,3,8,0.74,72.3,1,0.84,0,150,1,0,0
1015,35-44,India,Free,Google,1,0,1.01,31,3,17.76,0,0.78,4,8,0.28,55.17,0,0.85,0,0,1,0,1
1016,45-54,India,Free,Organic,1,1,22.52,18,8,10.43,0,0.34,5,5,0.29,84.93,1,0.95,1,0,2,0,0
1017,18-24,UK,Monthly,Ads,3,0,13.53,50,6,7.71,0,0.56,3,8,0.9,76.83,0,0.96,0,20,1,0,1
1018,25-34,UK,Free,Organic,5,4,15.23,57,9,17.47,2,0.25,1,8,0.13,52.26,1,0.85,1,0,0,0,1
1019,45-54,India,Monthly,Organic,4,3,7.05,57,5,17.54,0,0.8,8,8,0.51,55.88,0,0.79,0,20,1,0,1
1020,18-24,Australia,Free,Ads,0,0,3.62,16,4,13.8,1,0.41,2,2,0.57,86.8,0,0.85,0,0,0,0,1
1021,35-44,India,Monthly,Organic,6,3,19.4,50,4,24.8,0,0.34,4,3,0.78,95.08,1,0.93,1,20,2,0,1
1022,25-34,Canada,Annual,Google,2,0,27.96,44,3,17.58,1,0.27,4,1,0.43,69.34,0,0.75,0,150,1,0,1
1023,45-54,USA,Monthly,Google,3,0,25.25,41,3,12.66,1,0.34,6,10,0.85,69.71,0,0.73,0,20,1,0,1
1024,55+,India,Free,Google,3,3,58.86,44,3,18.76,0,0.74,2,3,0.54,72.8,0,0.95,1,0,0,0,1
1025,45-54,Germany,Annual,Ads,4,3,2.34,37,3,10.07,2,0.24,3,14,0.41,67.48,0,0.77,0,150,3,0,1
1026,25-34,Germany,Free,Ads,2,0,12.66,38,4,23.99,1,0.91,1,9,0.4,84.05,1,0.87,0,0,1,0,1
1027,45-54,USA,Monthly,Organic,3,0,59.18,7,2,16.11,0,0.83,5,14,0.68,66.29,0,0.76,0,20,1,1,1
1028,45-54,USA,Monthly,Ads,3,0,10.45,4,8,7.99,3,0.33,0,5,0.44,84.54,0,0.76,0,20,2,0,1
1029,25-34,India,Annual,Referral,2,2,2.72,48,3,22.39,2,0.47,2,0,0.06,74.14,0,0.96,0,150,0,0,1
1030,45-54,UK,Free,Organic,5,3,6.7,28,4,7.4,0,0.57,5,12,0.81,61.28,1,0.92,0,0,3,0,0
1031,18-24,India,Monthly,Ads,3,2,3.9,1,5,18.86,0,0.62,4,1,0.19,58.49,1,0.76,0,20,0,0,0
1032,25-34,Germany,Free,Google,7,3,13.32,25,6,6.18,0,1.0,5,6,0.77,93.31,1,0.87,0,0,3,1,0
1033,18-24,India,Free,Referral,6,6,13.64,51,6,16.41,2,0.54,6,9,0.07,73.54,0,0.91,0,0,2,0,1
1034,18-24,India,Annual,Ads,4,3,12.11,50,7,13.84,0,0.83,4,14,0.17,88.61,0,0.81,0,150,2,0,1
1035,18-24,India,Monthly,Referral,2,2,12.15,48,5,13.02,2,0.63,2,0,0.38,62.61,1,0.82,1,20,1,0,1
1036,35-44,India,Monthly,Ads,0,0,14.16,27,4,11.14,0,0.43,2,0,0.92,99.37,0,0.88,1,20,0,0,1
1037,25-34,USA,Free,Google,2,1,22.75,54,3,15.62,1,0.81,3,11,0.2,60.78,0,0.76,0,0,1,0,1
1038,35-44,India,Monthly,Google,3,0,12.29,8,5,7.88,0,0.89,2,3,0.71,92.93,0,0.98,0,20,1,0,1
1039,18-24,Canada,Monthly,Google,2,0,7.91,20,2,15.05,0,0.69,3,3,0.72,60.82,0,0.74,1,20,2,0,1
1040,25-34,India,Monthly,Google,0,0,7.94,16,6,10.72,1,0.77,5,11,0.52,55.03,0,0.73,0,20,0,0,1
1041,25-34,Canada,Monthly,Referral,0,0,10.92,21,4,10.82,0,0.31,4,9,0.58,55.07,0,0.99,0,20,1,0,1
1042,35-44,USA,Annual,Ads,1,1,18.64,18,2,14.59,2,0.26,4,2,0.24,64.32,1,0.81,0,150,0,0,0
1043,25-34,Other,Monthly,Google,0,0,15.24,20,3,13.84,0,0.66,7,9,0.44,91.25,0,0.87,1,20,2,0,1
